"Cycle","Susceptible","FP","Exposed","Asympt","Symptoms","TP","Recovered","Dead","Superspreader Event","Persons Tested","Total TPs","Total FPs","Total TNs","Total FNs","Day","True Positive","False Positive","Total","New Infections","Cumulative Infections","%Cumulative Infections"
229,977.721255581962,0,1.79139215562704,6.13479809547749,0,0,14.3525541669342,0,0,1.09247714023456e-13,0,0,1.08595836695955e-13,6.6947638989369e-16,76.6666666666667,0,0,0,0.212429657299522,22.2787444180387,0.0222787444180387
230,977.507036921367,0,1.80656724337431,6.18777504700404,0,0,14.4986207882551,0,0,1.09229964370954e-13,0,0,1.08572449390916e-13,6.75264632540483e-16,77,0,0,0,0.214218660594717,22.4929630786335,0.0224929630786335
231,977.291015719534,0,1.82185875149937,6.24117676340268,0,0,14.6459487655647,0,0,1.0921206294516e-13,0,0,1.08548864961251e-13,6.81099409702566e-16,77.3333333333333,0,0,0,0.216021201833318,22.7089842804668,0.0227089842804668
232,977.073178363162,0,1.83726735770388,6.29500606682159,0,0,14.7945482123124,0,0,1.09194008555462e-13,0,0,1.08525081912321e-13,6.8698103283849e-16,77.6666666666667,0,0,0,0.217837356371105,22.9268216368379,0.0229268216368379
233,976.853511163679,0,1.85279373966425,6.34926578751516,0,0,14.9444293091415,0,0,1.09175800003801e-13,0,0,1.08501098741113e-13,6.92909814348517e-16,78,0,0,0,0.219667199483027,23.1464888363209,0.0231464888363209
234,976.632000357328,0,1.86843857494207,6.40395876364813,0,0,15.0956023040823,0,0,1.09157436084661e-13,0,0,1.08476913936247e-13,6.98886067554038e-16,78.3333333333333,0,0,0,0.221510806351629,23.3679996426725,0.0233679996426725
235,976.408632105273,0,1.88420254089267,6.45908784109451,0,0,15.2480775127406,0,0,1.09138915585058e-13,0,0,1.08452525977984e-13,7.04910106676411e-16,78.6666666666667,0,0,0,0.223368252055268,23.5913678947278,0.0235913678947278
236,976.183392493716,0,1.90008631457181,6.51465587323113,0,0,15.4018653184809,0,0,1.09120237284529e-13,0,0,1.08427933338243e-13,7.1098224681522e-16,79,0,0,0,0.225239611556103,23.8166075062839,0.0238166075062839
237,975.956267534029,0,1.91609057264057,6.57066572072567,0,0,15.5569761726055,0,0,1.09101399955119e-13,0,0,1.08403134480603e-13,7.17102803925952e-16,79.3333333333333,0,0,0,0.227124959687853,24.0437324659718,0.0240437324659718
238,975.727243162885,0,1.93221599126828,6.62712025131925,0,0,15.7134205945275,0,0,1.09082402361377e-13,0,0,1.08378127860322e-13,7.2327209479707e-16,79.6666666666667,0,0,0,0.229024371143329,24.2727568371151,0.0242727568371151
239,975.496305242424,0,1.94846324603354,6.68402233960336,0,0,15.8712091719399,0,0,1.09063243260344e-13,0,0,1.08352911924351e-13,7.29490437026488e-16,80,0,0,0,0.230937920461738,24.5036947575768,0.0245036947575768
